number,page,click,service_id,service_name,time,duration
1,page 0,click (2373 368),,Stock Move to Minehead,09:20:00,00:33:00
2,page 0,click (2373 437),,Stock Move at Minehead,10:00:00,00:05:00
3,page 0,click (2373 506),,Stock Move at Bishops Lydeard,10:00:00,00:10:00
4,page 0,click (2373 575),-,- Bishops Lydeard,10:15:00,01:28:00
5,page 0,click (2373 644),,Lydeard - Minehead,10:15:00,01:34:00
6,page 0,click (2373 713),,Run Around at Bishops Lydeard,11:50:00,00:04:00
7,page 0,click (2373 782),,Exchange at Minehead,11:55:00,00:04:00
8,page 0,click (2373 851),,Move at Minehead,11:57:00,00:00:00
9,page 1,click (2373 506),-,- Bishops Lydeard,12:15:00,01:28:00
10,page 1,click (2373 575),,Lydeard - Minehead,12:15:00,01:40:00
11,page 1,click (2373 644),,Run Around at Bishops Lydeard,13:50:00,00:04:00
12,page 1,click (2373 713),,Exchange at Minehead,13:55:00,00:04:00
13,page 1,click (2373 782),,Locomotive Move at Minehead,13:57:00,00:01:00
14,page 1,click (2373 851),,Lydeard - Minehead,14:15:00,01:34:00
15,page 2,click (2373 506),-,- Bishops Lydeard,14:15:00,01:28:00
16,page 2,click (2373 575),,Run Around at Bishops Lydeard,15:50:00,00:04:00
17,page 2,click (2373 644),,Exchange at Minehead,15:55:00,00:04:00
18,page 2,click (2373 713),,Locomotive Move at Minehead,16:07:00,00:00:00
19,page 2,click (2373 782),,Lydeard - Minehead,16:15:00,01:33:00
20,page 2,click (2373 851),-,- Bishops Lydeard,16:15:00,01:28:00
21,page 3,click (2373 644),,Stock Move at Bishops Lydeard,17:50:00,00:06:00
22,page 3,click (2373 713),,Exchange at Minehead,17:55:00,00:04:00
23,page 3,click (2373 782),,Stock Move at Minehead,18:05:00,00:04:00
24,page 3,click (2373 851),,Locomotive Move at Minehead,18:07:00,00:00:00
