number,page,click,service_id,service_name,time,duration
1,page 0,click (2373 368),,AV 200: Lancaster - LA Union (Part 1),03:41:00,01:12:00
2,page 0,click (2373 437),,Lancaster Siding - Lancaster (Non-Revenue),04:55:00,00:05:00
3,page 0,click (2373 506),,AV 204: Lancaster - LA Union (Part 1),05:09:00,01:22:00
4,page 0,click (2373 575),,AV 200: Lancaster - LA Union (Part 2),05:09:00,00:50:00
5,page 0,click (2373 644),,Lancaster Siding - Lancaster (Non-Revenue),05:55:00,00:06:00
6,page 0,click (2373 713),,AV 206: Lancaster - LA Union (Part 1),06:11:00,01:12:00
7,page 0,click (2373 782),,AV 204: Lancaster - LA Union (Part 2),06:34:00,00:57:00
8,page 0,click (2373 851),,AV 201: LA Union - Lancaster (Part 1),06:39:00,01:13:00
9,page 1,click (2373 506),,Lancaster Siding - Lancaster (Non-Revenue),06:55:00,00:08:00
10,page 1,click (2373 575),,AV 208: Lancaster - LA Union (Part 1),07:11:00,01:12:00
11,page 1,click (2373 644),,AV 206: Lancaster - LA Union (Part 2),07:37:00,00:51:00
12,page 1,click (2373 713),,AV 201: LA Union - Lancaster (Part 2),07:55:00,00:57:00
13,page 1,click (2373 782),,AV 208: Lancaster - LA Union (Part 2),08:37:00,00:51:00
14,page 1,click (2373 851),,AV 212: Lancaster - LA Union,09:11:00,02:04:00
15,page 2,click (2373 506),,AV 209: LA Union - Lancaster,09:39:00,02:11:00
16,page 2,click (2373 575),,AV 213: LA Union - Lancaster,11:39:00,02:15:00
17,page 2,click (2373 644),,AV 218: Lancaster - LA Union (Part 1),12:05:00,02:22:00
18,page 2,click (2373 713),,AV 222: Lancaster - LA Union,14:11:00,01:20:00
19,page 2,click (2373 782),,AV 222: Lancaster - LA Union (Part 2),15:34:00,00:49:00
20,page 2,click (2373 851),,AV 221: LA Union - Lancaster (Part 1),15:39:00,01:16:00
21,page 3,click (2373 506),,LA Union - Metrolink CMF (Non-Revenue),16:30:00,00:33:00
22,page 3,click (2373 575),,AV 223: LA Union - Lancaster (Part 1),16:39:00,01:16:00
23,page 3,click (2373 644),,AV 221: LA Union - Lancaster (Part 2),16:58:00,00:56:00
24,page 3,click (2373 713),,AV 225: LA Union - Lancaster (Part 1),17:39:00,01:16:00
25,page 3,click (2373 782),,AV 223: LA Union - Lancaster (Part 2),17:58:00,00:56:00
26,page 3,click (2373 851),,AV 230: Lancaster - LA Union (Part 1),18:11:00,01:12:00
27,page 4,click (2373 506),,AV 227: LA Union - Lancaster (Part 1),18:39:00,01:16:00
28,page 4,click (2373 575),,AV 225: LA Union - Lancaster (Part 2),18:58:00,00:56:00
29,page 4,click (2373 644),,AV 230: Lancaster - LA Union (Part 2),19:26:00,00:50:00
30,page 4,click (2373 713),,AV 229: LA Union - Lancaster (Part 1),19:39:00,01:16:00
31,page 4,click (2373 782),,AV 227: LA Union - Lancaster (Part 2),19:58:00,00:56:00
32,page 4,click (2373 851),,LA Union - Metrolink CMF (Non-Revenue),20:23:00,00:35:00
33,page 5,click (2373 713),,AV 231: LA Union - Lancaster (Part 1),20:39:00,01:16:00
34,page 5,click (2373 782),,AV 229: LA Union - Lancaster (Part 2),20:58:00,00:56:00
35,page 5,click (2373 851),,AV 231: LA Union - Lancaster (Part 2),21:58:00,00:56:00
