number,page,click,service_id,service_name,time,duration
1,page 0,click (2373 368),,Train 500 North White Plains to GCT,04:42:00,01:02:00
2,page 0,click (2373 437),,Train 2307 GCT to Crestwood,05:56:00,00:26:00
3,page 0,click (2373 506),,Train 508 North White Plains to GCT,06:31:00,00:49:00
4,page 0,click (2373 575),,Train 308 Crestwood to GCT,06:34:00,00:37:00
5,page 0,click (2373 644),,Train 512 North White Plains to GCT,06:53:00,00:50:00
6,page 0,click (2373 713),,Train 616 Southeast to GCT,07:17:00,00:51:00
7,page 0,click (2373 782),,Train 514 Hartsdale to GCT,07:21:00,00:50:00
8,page 0,click (2373 851),,Train 2325 GCT to Crestwood,07:28:00,00:32:00
9,page 1,click (2373 506),,Train 618 Southeast to GCT,07:33:00,00:48:00
10,page 1,click (2373 575),,Train 620 Southeast to GCT,07:39:00,00:46:00
11,page 1,click (2373 644),,Train 522 Hartsdale to GCT,07:46:00,00:50:00
12,page 1,click (2373 713),,Train 326 Crestwood to GCT,08:09:00,00:49:00
13,page 1,click (2373 782),,Train 2331 GCT to Crestwood,08:14:00,00:29:00
14,page 1,click (2373 851),,GCT Yard Move (Part 1),08:16:00,00:03:00
15,page 2,click (2373 506),,GCT Yard Move (Part 2),08:24:00,00:02:00
16,page 2,click (2373 575),,Train 630 Southeast to GCT,08:34:00,00:48:00
17,page 2,click (2373 644),,Train 2519 GCT to North White Plains Yard,08:40:00,00:46:00
18,page 2,click (2373 713),,Train 2521 GCT to North White Plains Yard,08:52:00,00:36:00
19,page 2,click (2373 782),,Train 332 Crestwood to GCT,09:00:00,00:42:00
20,page 2,click (2373 851),,GCT Yard Move,09:03:00,00:02:00
21,page 3,click (2373 506),,Train 2523 GCT to North White Plains Yard,09:14:00,00:42:00
22,page 3,click (2373 575),,Train 538 North White Plains to GCT,09:43:00,00:51:00
23,page 3,click (2373 644),,Train 544 North White Plains to GCT,10:54:00,01:06:00
24,page 3,click (2373 713),,GCT Yard Move (Part 1),12:17:00,00:02:00
25,page 3,click (2373 782),,GCT Yard Move (Part 2),12:24:00,00:04:00
26,page 3,click (2373 851),,GCT Yard Move (Part 1),12:30:00,00:02:00
27,page 4,click (2373 506),,GCT Yard Move (Part 2),12:37:00,00:03:00
28,page 4,click (2373 575),,Train 629 GCT to Southeast,12:50:00,00:43:00
29,page 4,click (2373 644),,Train 543 GCT to North White Plains,15:18:00,00:53:00
30,page 4,click (2373 713),,Train 664 Southeast to GCT,15:47:00,00:45:00
31,page 4,click (2373 782),,Train 2572 North White Plains Yard to GCT,15:51:00,00:46:00
32,page 4,click (2373 851),,Train 545 GCT to North White Plains,15:54:00,00:47:00
33,page 5,click (2373 506),,Train 366 North White Plains to GCT,16:24:00,01:03:00
34,page 5,click (2373 575),,Train 368 North White Plains to GCT,16:54:00,01:05:00
35,page 5,click (2373 644),,Train 355 GCT to Crestwood,17:04:00,00:45:00
36,page 5,click (2373 713),,Train 772 Croton-Harmon to GCT,17:13:00,00:22:00
37,page 5,click (2373 782),,Train 657 GCT to Southeast,17:28:00,00:43:00
38,page 5,click (2373 851),,GCT Yard Move (Part 1),17:31:00,00:03:00
39,page 6,click (2373 506),,Train 557 GCT to North White Plains,17:34:00,00:47:00
40,page 6,click (2373 575),,GCT Yard Move (Part 2),17:39:00,00:06:00
41,page 6,click (2373 644),,Train 559 GCT to North White Plains,17:51:00,00:47:00
42,page 6,click (2373 713),,Train 363 GCT to North White Plains,17:54:00,01:14:00
43,page 6,click (2373 782),,Train 2356 Crestwood to GCT,17:56:00,00:41:00
44,page 6,click (2373 851),,Train 663 GCT to Brewster,18:09:00,00:34:00
45,page 7,click (2373 575),,GCT Yard Move (Part 1),18:10:00,00:05:00
46,page 7,click (2373 644),,Train 563 GCT to North White Plains,18:15:00,00:48:00
47,page 7,click (2373 713),,GCT Yard Move (Part 2),18:20:00,00:05:00
48,page 7,click (2373 782),,Train 565 GCT to North White Plains,18:35:00,00:46:00
49,page 7,click (2373 851),,Train 573 GCT to North White Plains,19:02:00,00:47:00
